_id,Timestamp,Redemption Count,Sales Count
196,2025-07-12T14:30:00,475,591
197,2025-07-12T14:15:00,963,582
198,2025-07-12T14:00:00,652,552
199,2025-07-12T13:45:00,798,680
200,2025-07-12T13:30:00,963,815
201,2025-07-12T13:15:00,893,695
202,2025-07-12T13:00:00,815,666
203,2025-07-12T12:45:00,869,733
204,2025-07-12T12:30:00,805,636
205,2025-07-12T12:15:00,700,728
206,2025-07-12T12:00:00,784,617
207,2025-07-12T11:45:00,566,472
208,2025-07-12T11:30:00,569,507
209,2025-07-12T11:15:00,882,675
210,2025-07-12T11:00:00,640,481
211,2025-07-12T10:45:00,559,475
212,2025-07-12T10:30:00,504,599
213,2025-07-12T10:15:00,469,514
214,2025-07-12T10:00:00,498,495
215,2025-07-12T09:45:00,360,410
216,2025-07-12T09:30:00,420,367
217,2025-07-12T09:15:00,227,287
218,2025-07-12T09:00:00,135,189
219,2025-07-12T08:45:00,105,138
220,2025-07-12T08:30:00,54,169
221,2025-07-12T08:15:00,78,123
222,2025-07-12T08:00:00,35,73
223,2025-07-12T07:45:00,17,66
224,2025-07-12T07:30:00,25,54
225,2025-07-12T07:15:00,9,63
226,2025-07-12T07:00:00,8,26
227,2025-07-12T06:45:00,4,29
228,2025-07-12T06:30:00,3,15
229,2025-07-12T06:15:00,0,3
230,2025-07-12T06:00:00,0,2
231,2025-07-12T05:30:00,0,3
232,2025-07-12T05:15:00,0,8
233,2025-07-12T04:45:00,0,2
234,2025-07-12T04:00:00,0,2
235,2025-07-12T03:45:00,0,1
236,2025-07-12T03:00:00,0,2
237,2025-07-12T02:45:00,0,1
238,2025-07-12T02:30:00,0,3
239,2025-07-12T02:15:00,0,6
240,2025-07-12T02:00:00,0,13
241,2025-07-12T01:45:00,0,5
242,2025-07-12T01:30:00,0,7
243,2025-07-12T01:15:00,0,28
244,2025-07-12T01:00:00,0,32
245,2025-07-12T00:45:00,0,28
246,2025-07-12T00:30:00,0,35
247,2025-07-12T00:15:00,0,33
248,2025-07-12T00:00:00,0,64
249,2025-07-11T23:45:00,0,76
250,2025-07-11T23:30:00,16,63
251,2025-07-11T23:15:00,2,69
252,2025-07-11T23:00:00,14,124
253,2025-07-11T22:45:00,11,133
254,2025-07-11T22:30:00,14,131
255,2025-07-11T22:15:00,19,125
256,2025-07-11T22:00:00,22,101
257,2025-07-11T21:45:00,45,132
258,2025-07-11T21:30:00,46,111
259,2025-07-11T21:15:00,59,148
260,2025-07-11T21:00:00,47,108
261,2025-07-11T20:45:00,70,126
262,2025-07-11T20:30:00,70,149
263,2025-07-11T20:15:00,57,101
264,2025-07-11T20:00:00,68,104
265,2025-07-11T19:45:00,106,138
266,2025-07-11T19:30:00,89,108
267,2025-07-11T19:15:00,97,125
268,2025-07-11T19:00:00,134,256
269,2025-07-11T18:45:00,106,189
270,2025-07-11T18:30:00,126,156
271,2025-07-11T18:15:00,142,163
272,2025-07-11T18:00:00,163,171
273,2025-07-11T17:45:00,182,161
274,2025-07-11T17:30:00,213,185
275,2025-07-11T17:15:00,131,126
276,2025-07-11T17:00:00,203,166
277,2025-07-11T16:45:00,192,232
278,2025-07-11T16:30:00,184,189
279,2025-07-11T16:15:00,142,160
280,2025-07-11T16:00:00,253,285
281,2025-07-11T15:45:00,212,252
282,2025-07-11T15:30:00,245,288
283,2025-07-11T15:15:00,171,206
284,2025-07-11T15:00:00,261,243
285,2025-07-11T14:45:00,226,308
286,2025-07-11T14:30:00,214,183
287,2025-07-11T14:15:00,335,218
288,2025-07-11T14:00:00,232,325
289,2025-07-11T13:45:00,153,218
290,2025-07-11T13:30:00,256,248
291,2025-07-11T13:15:00,329,238
292,2025-07-11T13:00:00,205,266
293,2025-07-11T12:45:00,241,268
294,2025-07-11T12:30:00,275,305
295,2025-07-11T12:15:00,190,193
296,2025-07-11T12:00:00,378,288
297,2025-07-11T11:45:00,303,325
298,2025-07-11T11:30:00,421,251
299,2025-07-11T11:15:00,366,345
300,2025-07-11T11:00:00,223,229
301,2025-07-11T10:45:00,239,240
302,2025-07-11T10:30:00,218,261
303,2025-07-11T10:15:00,424,219
304,2025-07-11T10:00:00,383,199
305,2025-07-11T09:45:00,257,330
306,2025-07-11T09:30:00,198,144
307,2025-07-11T09:15:00,59,165
308,2025-07-11T09:00:00,100,132
309,2025-07-11T08:45:00,47,82
310,2025-07-11T08:30:00,42,69
311,2025-07-11T08:15:00,346,332
312,2025-07-11T08:00:00,36,50
313,2025-07-11T07:45:00,21,31
314,2025-07-11T07:30:00,15,33
315,2025-07-11T07:15:00,7,28
316,2025-07-11T07:00:00,5,16
317,2025-07-11T06:45:00,15,34
318,2025-07-11T06:30:00,12,14
319,2025-07-11T06:15:00,1,4
320,2025-07-11T06:00:00,0,2
321,2025-07-11T05:30:00,0,5
322,2025-07-11T05:00:00,0,9
323,2025-07-11T04:45:00,0,1
324,2025-07-11T04:15:00,0,1
325,2025-07-11T03:45:00,0,2
326,2025-07-11T03:00:00,0,11
327,2025-07-11T02:45:00,0,6
328,2025-07-11T02:30:00,0,18
329,2025-07-11T02:00:00,0,2
330,2025-07-11T01:45:00,0,5
331,2025-07-11T01:30:00,0,2
332,2025-07-11T01:15:00,0,6
333,2025-07-11T01:00:00,0,5
334,2025-07-11T00:45:00,0,16
335,2025-07-11T00:30:00,0,12
336,2025-07-11T00:15:00,0,24
337,2025-07-11T00:00:00,0,21
338,2025-07-10T23:45:00,0,20
339,2025-07-10T23:30:00,3,49
340,2025-07-10T23:15:00,12,41
341,2025-07-10T23:00:00,13,27
342,2025-07-10T22:45:00,3,54
343,2025-07-10T22:30:00,32,46
344,2025-07-10T22:15:00,10,58
345,2025-07-10T22:00:00,17,68
346,2025-07-10T21:45:00,15,56
347,2025-07-10T21:30:00,24,53
348,2025-07-10T21:15:00,28,95
349,2025-07-10T21:00:00,18,31
350,2025-07-10T20:45:00,50,61
351,2025-07-10T20:30:00,60,58
352,2025-07-10T20:15:00,37,76
353,2025-07-10T20:00:00,60,93
354,2025-07-10T19:45:00,78,78
355,2025-07-10T19:30:00,121,147
356,2025-07-10T19:15:00,92,80
357,2025-07-10T19:00:00,79,99
358,2025-07-10T18:45:00,100,178
359,2025-07-10T18:30:00,109,122
360,2025-07-10T18:15:00,115,149
361,2025-07-10T18:00:00,153,152
362,2025-07-10T17:45:00,112,106
363,2025-07-10T17:30:00,180,163
364,2025-07-10T17:15:00,113,225
365,2025-07-10T17:00:00,118,150
366,2025-07-10T16:45:00,184,221
367,2025-07-10T16:30:00,212,223
368,2025-07-10T16:15:00,92,97
369,2025-07-10T16:00:00,164,158
370,2025-07-10T15:45:00,128,141
371,2025-07-10T15:30:00,135,171
372,2025-07-10T15:15:00,180,179
373,2025-07-10T15:00:00,265,213
374,2025-07-10T14:45:00,159,166
375,2025-07-10T14:30:00,210,206
376,2025-07-10T14:15:00,228,256
377,2025-07-10T14:00:00,269,237
378,2025-07-10T13:45:00,234,253
379,2025-07-10T13:30:00,278,305
380,2025-07-10T13:15:00,355,329
381,2025-07-10T13:00:00,229,212
382,2025-07-10T12:45:00,264,238
383,2025-07-10T12:30:00,261,189
384,2025-07-10T12:15:00,262,224
385,2025-07-10T12:00:00,230,238
386,2025-07-10T11:45:00,255,252
387,2025-07-10T11:30:00,350,234
388,2025-07-10T11:15:00,375,236
389,2025-07-10T11:00:00,292,282
390,2025-07-10T10:45:00,138,175
391,2025-07-10T10:30:00,335,236
392,2025-07-10T10:15:00,294,208
393,2025-07-10T10:00:00,343,149
394,2025-07-10T09:45:00,244,288
395,2025-07-10T09:30:00,583,318
396,2025-07-10T09:15:00,139,394
397,2025-07-10T09:00:00,128,85
398,2025-07-10T08:45:00,15,55
399,2025-07-10T08:30:00,31,75
400,2025-07-10T08:15:00,62,79
401,2025-07-10T08:00:00,24,100
402,2025-07-10T07:45:00,19,45
403,2025-07-10T07:30:00,4,11
404,2025-07-10T07:15:00,8,38
405,2025-07-10T07:00:00,5,8
406,2025-07-10T06:45:00,4,5
407,2025-07-10T06:30:00,9,13
408,2025-07-10T06:15:00,0,2
409,2025-07-10T06:00:00,0,8
410,2025-07-10T05:45:00,0,5
411,2025-07-10T05:00:00,0,5
412,2025-07-10T04:30:00,0,15
413,2025-07-10T03:30:00,0,2
414,2025-07-10T03:15:00,0,4
415,2025-07-10T01:45:00,0,12
416,2025-07-10T01:30:00,0,6
417,2025-07-10T01:15:00,0,9
418,2025-07-10T00:45:00,0,22
419,2025-07-10T00:30:00,0,9
420,2025-07-10T00:15:00,0,7
421,2025-07-10T00:00:00,0,14
422,2025-07-09T23:45:00,0,7
423,2025-07-09T23:30:00,6,15
424,2025-07-09T23:15:00,6,8
425,2025-07-09T23:00:00,1,104
426,2025-07-09T22:45:00,5,17
427,2025-07-09T22:30:00,10,29
428,2025-07-09T22:15:00,12,47
429,2025-07-09T22:00:00,23,38
430,2025-07-09T21:45:00,10,45
431,2025-07-09T21:30:00,11,58
432,2025-07-09T21:15:00,16,28
433,2025-07-09T21:00:00,21,82
434,2025-07-09T20:45:00,14,26
435,2025-07-09T20:30:00,14,37
436,2025-07-09T20:15:00,27,44
437,2025-07-09T20:00:00,21,27
438,2025-07-09T19:45:00,34,53
439,2025-07-09T19:30:00,53,79
440,2025-07-09T19:15:00,46,52
441,2025-07-09T19:00:00,90,83
442,2025-07-09T18:45:00,104,91
443,2025-07-09T18:30:00,46,52
444,2025-07-09T18:15:00,60,47
445,2025-07-09T18:00:00,60,87
446,2025-07-09T17:45:00,97,124
447,2025-07-09T17:30:00,149,100
448,2025-07-09T17:15:00,87,127
449,2025-07-09T17:00:00,82,118
450,2025-07-09T16:45:00,118,164
451,2025-07-09T16:30:00,107,158
452,2025-07-09T16:15:00,53,119
453,2025-07-09T16:00:00,173,150
454,2025-07-09T15:45:00,141,146
455,2025-07-09T15:30:00,114,102
456,2025-07-09T15:15:00,112,105
457,2025-07-09T15:00:00,169,126
458,2025-07-09T14:45:00,124,126
459,2025-07-09T14:30:00,98,153
460,2025-07-09T14:15:00,138,150
461,2025-07-09T14:00:00,209,191
462,2025-07-09T13:45:00,113,118
463,2025-07-09T13:30:00,197,199
464,2025-07-09T13:15:00,197,204
465,2025-07-09T13:00:00,109,155
466,2025-07-09T12:45:00,173,162
467,2025-07-09T12:30:00,183,183
468,2025-07-09T12:15:00,144,135
469,2025-07-09T12:00:00,172,153
470,2025-07-09T11:45:00,160,180
471,2025-07-09T11:30:00,446,410
472,2025-07-09T11:15:00,327,217
473,2025-07-09T11:00:00,158,143
474,2025-07-09T10:45:00,177,185
475,2025-07-09T10:30:00,164,109
476,2025-07-09T10:15:00,91,116
477,2025-07-09T10:00:00,133,98
478,2025-07-09T09:45:00,147,101
479,2025-07-09T09:30:00,607,495
480,2025-07-09T09:15:00,40,174
481,2025-07-09T09:00:00,59,148
482,2025-07-09T08:45:00,8,36
483,2025-07-09T08:30:00,28,46
484,2025-07-09T08:15:00,43,35
485,2025-07-09T08:00:00,24,46
486,2025-07-09T07:45:00,4,21
487,2025-07-09T07:30:00,16,20
488,2025-07-09T07:15:00,4,15
489,2025-07-09T07:00:00,9,10
490,2025-07-09T06:45:00,1,2
491,2025-07-09T06:30:00,10,7
492,2025-07-09T06:15:00,0,1
493,2025-07-09T05:45:00,0,5
494,2025-07-09T05:15:00,0,1
495,2025-07-09T04:30:00,0,2
496,2025-07-09T03:15:00,0,3
497,2025-07-09T02:30:00,0,2
498,2025-07-09T02:15:00,0,18
499,2025-07-09T01:15:00,0,3
500,2025-07-09T01:00:00,0,16
501,2025-07-09T00:45:00,0,5
502,2025-07-09T00:30:00,0,15
503,2025-07-09T00:15:00,0,2
504,2025-07-09T00:00:00,0,20
505,2025-07-08T23:45:00,0,9
506,2025-07-08T23:30:00,4,10
507,2025-07-08T23:15:00,2,40
508,2025-07-08T23:00:00,6,10
509,2025-07-08T22:45:00,0,7
510,2025-07-08T22:30:00,14,22
511,2025-07-08T22:15:00,23,37
512,2025-07-08T22:00:00,17,31
513,2025-07-08T21:45:00,9,13
514,2025-07-08T21:30:00,42,64
515,2025-07-08T21:15:00,31,48
516,2025-07-08T21:00:00,46,34
517,2025-07-08T20:45:00,52,49
518,2025-07-08T20:30:00,63,60
519,2025-07-08T20:15:00,57,63
520,2025-07-08T20:00:00,34,34
521,2025-07-08T19:45:00,40,40
522,2025-07-08T19:30:00,118,103
523,2025-07-08T19:15:00,62,88
524,2025-07-08T19:00:00,104,93
525,2025-07-08T18:45:00,83,63
526,2025-07-08T18:30:00,108,109
527,2025-07-08T18:15:00,96,85
528,2025-07-08T18:00:00,130,121
529,2025-07-08T17:45:00,146,157
530,2025-07-08T17:30:00,159,240
531,2025-07-08T17:15:00,118,129
532,2025-07-08T17:00:00,118,143
533,2025-07-08T16:45:00,121,118
534,2025-07-08T16:30:00,143,110
535,2025-07-08T16:15:00,117,151
536,2025-07-08T16:00:00,189,173
537,2025-07-08T15:45:00,157,170
538,2025-07-08T15:30:00,138,113
539,2025-07-08T15:15:00,159,159
540,2025-07-08T15:00:00,177,176
541,2025-07-08T14:45:00,245,242
542,2025-07-08T14:30:00,217,200
543,2025-07-08T14:15:00,223,223
544,2025-07-08T14:00:00,213,227
545,2025-07-08T13:45:00,185,181
546,2025-07-08T13:30:00,370,320
547,2025-07-08T13:15:00,277,223
548,2025-07-08T13:00:00,154,173
549,2025-07-08T12:45:00,212,233
550,2025-07-08T12:30:00,226,206
551,2025-07-08T12:15:00,240,151
552,2025-07-08T12:00:00,358,274
553,2025-07-08T11:45:00,290,290
554,2025-07-08T11:30:00,252,195
555,2025-07-08T11:15:00,367,242
556,2025-07-08T11:00:00,222,309
557,2025-07-08T10:45:00,236,172
558,2025-07-08T10:30:00,250,185
559,2025-07-08T10:15:00,134,135
560,2025-07-08T10:00:00,252,142
561,2025-07-08T09:45:00,181,152
562,2025-07-08T09:30:00,130,103
563,2025-07-08T09:15:00,75,66
564,2025-07-08T09:00:00,333,101
565,2025-07-08T08:45:00,33,353
566,2025-07-08T08:30:00,32,65
567,2025-07-08T08:15:00,41,27
568,2025-07-08T08:00:00,24,62
569,2025-07-08T07:45:00,12,51
570,2025-07-08T07:30:00,11,64
571,2025-07-08T07:15:00,5,18
572,2025-07-08T07:00:00,10,15
573,2025-07-08T06:45:00,9,9
574,2025-07-08T06:30:00,9,11
575,2025-07-08T06:15:00,0,4
576,2025-07-08T06:00:00,0,2
577,2025-07-08T05:00:00,0,4
578,2025-07-08T04:45:00,0,2
579,2025-07-08T04:15:00,0,3
580,2025-07-08T03:30:00,0,9
581,2025-07-08T03:15:00,0,3
582,2025-07-08T01:45:00,0,6
583,2025-07-08T01:30:00,0,3
584,2025-07-08T01:15:00,0,9
585,2025-07-08T00:45:00,0,5
586,2025-07-08T00:30:00,0,4
587,2025-07-08T00:15:00,0,4
588,2025-07-08T00:00:00,0,18
589,2025-07-07T23:45:00,2,19
590,2025-07-07T23:30:00,5,9
591,2025-07-07T23:15:00,4,28
592,2025-07-07T23:00:00,16,26
593,2025-07-07T22:45:00,2,22
594,2025-07-07T22:30:00,4,19
595,2025-07-07T22:15:00,11,36
596,2025-07-07T22:00:00,15,28
597,2025-07-07T21:45:00,11,38
598,2025-07-07T21:30:00,27,38
599,2025-07-07T21:15:00,19,18
600,2025-07-07T21:00:00,27,51
601,2025-07-07T20:45:00,55,64
602,2025-07-07T20:30:00,92,118
603,2025-07-07T20:15:00,59,80
604,2025-07-07T20:00:00,42,73
605,2025-07-07T19:45:00,52,87
606,2025-07-07T19:30:00,79,85
607,2025-07-07T19:15:00,54,55
608,2025-07-07T19:00:00,100,101
609,2025-07-07T18:45:00,101,97
610,2025-07-07T18:30:00,74,78
611,2025-07-07T18:15:00,96,93
612,2025-07-07T18:00:00,135,131
613,2025-07-07T17:45:00,101,112
614,2025-07-07T17:30:00,140,130
615,2025-07-07T17:15:00,92,102
616,2025-07-07T17:00:00,54,159
617,2025-07-07T16:45:00,175,141
618,2025-07-07T16:30:00,144,127
619,2025-07-07T16:15:00,113,118
620,2025-07-07T16:00:00,169,154
621,2025-07-07T15:45:00,138,275
622,2025-07-07T15:30:00,137,160
623,2025-07-07T15:15:00,141,367
624,2025-07-07T15:00:00,172,184
625,2025-07-07T14:45:00,103,156
626,2025-07-07T14:30:00,192,142
627,2025-07-07T14:15:00,213,207
628,2025-07-07T14:00:00,197,208
629,2025-07-07T13:45:00,176,180
630,2025-07-07T13:30:00,164,155
631,2025-07-07T13:15:00,232,183
632,2025-07-07T13:00:00,191,226
633,2025-07-07T12:45:00,208,179
634,2025-07-07T12:30:00,182,155
635,2025-07-07T12:15:00,121,134
636,2025-07-07T12:00:00,209,136
637,2025-07-07T11:45:00,171,142
638,2025-07-07T11:30:00,222,165
639,2025-07-07T11:15:00,192,195
640,2025-07-07T11:00:00,133,129
641,2025-07-07T10:45:00,124,124
642,2025-07-07T10:30:00,142,131
643,2025-07-07T10:15:00,107,116
644,2025-07-07T10:00:00,127,151
645,2025-07-07T09:45:00,69,204
646,2025-07-07T09:30:00,317,121
647,2025-07-07T09:15:00,105,509
648,2025-07-07T09:00:00,47,76
649,2025-07-07T08:45:00,28,30
650,2025-07-07T08:30:00,39,64
651,2025-07-07T08:15:00,149,155
652,2025-07-07T08:00:00,28,32
653,2025-07-07T07:45:00,5,26
654,2025-07-07T07:30:00,11,15
655,2025-07-07T07:15:00,12,19
656,2025-07-07T07:00:00,2,21
657,2025-07-07T06:45:00,1,3
658,2025-07-07T06:30:00,12,9
659,2025-07-07T06:15:00,0,1
660,2025-07-07T06:00:00,0,2
661,2025-07-07T03:45:00,0,8
662,2025-07-07T03:15:00,0,5
663,2025-07-07T03:00:00,0,2
664,2025-07-07T02:00:00,0,2
665,2025-07-07T01:45:00,0,2
666,2025-07-07T01:30:00,0,2
667,2025-07-07T01:00:00,0,21
668,2025-07-07T00:15:00,0,104
669,2025-07-07T00:00:00,0,4
670,2025-07-06T23:45:00,0,8
671,2025-07-06T23:30:00,8,11
672,2025-07-06T23:15:00,10,22
673,2025-07-06T23:00:00,22,23
674,2025-07-06T22:45:00,16,33
675,2025-07-06T22:30:00,14,28
676,2025-07-06T22:15:00,16,33
677,2025-07-06T22:00:00,18,37
678,2025-07-06T21:45:00,8,35
679,2025-07-06T21:30:00,17,19
680,2025-07-06T21:15:00,33,46
681,2025-07-06T21:00:00,52,60
682,2025-07-06T20:45:00,74,82
683,2025-07-06T20:30:00,86,110
684,2025-07-06T20:15:00,61,79
685,2025-07-06T20:00:00,68,92
686,2025-07-06T19:45:00,106,103
687,2025-07-06T19:30:00,132,106
688,2025-07-06T19:15:00,98,105
689,2025-07-06T19:00:00,158,149
690,2025-07-06T18:45:00,146,154
691,2025-07-06T18:30:00,213,207
692,2025-07-06T18:15:00,199,182
693,2025-07-06T18:00:00,223,189
694,2025-07-06T17:45:00,184,163
695,2025-07-06T17:30:00,271,305
696,2025-07-06T17:15:00,239,211
697,2025-07-06T17:00:00,237,245
698,2025-07-06T16:45:00,288,270
699,2025-07-06T16:30:00,242,200
700,2025-07-06T16:15:00,291,291
701,2025-07-06T16:00:00,454,361
702,2025-07-06T15:45:00,371,335
703,2025-07-06T15:30:00,302,258
704,2025-07-06T15:15:00,332,342
705,2025-07-06T15:00:00,382,313
706,2025-07-06T14:45:00,407,345
707,2025-07-06T14:30:00,332,280
708,2025-07-06T14:15:00,387,344
709,2025-07-06T14:00:00,524,387
710,2025-07-06T13:45:00,373,379
711,2025-07-06T13:30:00,419,354
712,2025-07-06T13:15:00,503,401
713,2025-07-06T13:00:00,298,414
714,2025-07-06T12:45:00,457,416
715,2025-07-06T12:30:00,397,341
716,2025-07-06T12:15:00,353,305
717,2025-07-06T12:00:00,365,345
718,2025-07-06T11:45:00,391,391
719,2025-07-06T11:30:00,403,318
720,2025-07-06T11:15:00,401,361
721,2025-07-06T11:00:00,269,269
722,2025-07-06T10:45:00,230,209
723,2025-07-06T10:30:00,247,234
724,2025-07-06T10:15:00,218,185
725,2025-07-06T10:00:00,288,181
726,2025-07-06T09:45:00,300,242
727,2025-07-06T09:30:00,297,166
728,2025-07-06T09:15:00,232,226
729,2025-07-06T09:00:00,130,169
730,2025-07-06T08:45:00,90,115
731,2025-07-06T08:30:00,84,94
732,2025-07-06T08:15:00,43,64
733,2025-07-06T08:00:00,34,62
734,2025-07-06T07:45:00,10,23
